customer_id,name,email,phone_number,signup_date,country,age,gender,is_active,account_balance,preferred_language,last_login,number_of_logins,subscription_type,referral_source,has_outstanding_tickets,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,device_type,region_code,churn_risk
98bef8ca-045b-4b1c-8aac-d808c8cdfe51,Daniel Schultz,mcdanielmario@gmail.com,539.436.2547x031,2024-11-27,Belarus,56,Male,False,96123.85,French,2024-07-23 15:13:50,11,Basic,Google,False,42.96527486613886,38.35434706466425,56.768464352191245,10.252048463618292,43.95725006096081,54.74821076684278,63.0,37.930539748470466,65.7799105976391,32.41399171295687,54.939884325616816,74.87185450024494,30.199127916754268,54.23208357292769,3.5366864077707363,65.23743449856902,58.07128904386572,68.94609226820161,59.4131815324796,13.41704258338865,38.17975884901895,44.31992435832235,53.32301407014027,64.83265759284879,40.142903195153735,42.29112614918229,53.04049707335028,53.207969322280505,36.01420008362362,50.10556811081003,44.014905174121616,53.941643947877026,59.95162558377221,76.39879927170863,Mobile,3,Low
b099b923-c8bd-4bde-88ca-cbba4eb6b78d,Kristin Johnson,pmann@hotmail.com,039-908-6768x16185,2023-10-05,Haiti,69,Male,False,42410.1,German,2024-12-12 04:35:04,11,Basic,Friend,False,43.73759053042539,52.67022368690362,45.895968364714136,25.134191659192116,54.782315714961705,48.10550107413928,1.0,55.6664216910312,48.42076753524494,48.62681215106424,54.72065637163918,53.20330039673734,210.0763016772768,57.102307617879156,2.9424891946667397,45.100507203562614,30.55831613667391,43.62628601457516,58.537391461917984,25.000907168519255,32.418685382685865,51.33785329868726,44.22537120150385,47.785191362124884,59.67427351241418,55.951133759681944,30.474686789486633,,65.72931958139714,51.704041129391356,70.66464382958621,65.59363337997588,64.35337032291743,44.417488660082,Mobile,3,Low
88035508-4d0f-4d5a-bc6d-b8b686a3ecd8,Monica Hughes,yellison@hotmail.com,(922)575-1751x204,2024-08-06,Saint Barthelemy,46,Male,True,51024.74,English,2024-06-27 05:01:24,14,Basic,Facebook,False,71.70106385221796,35.96176512918513,40.61413152995692,15.802580797119989,48.96474964098116,41.61863549955582,97.0,28.445103319397123,43.33014110437027,63.73573149382548,59.98520735015202,35.93768951530232,42.35319236929812,59.69176285314283,25.726273811309497,43.2291406065995,38.59055714797664,46.188974352908986,50.686613042304714,23.88931354569866,50.42964754995501,49.491881848370234,40.89901658762538,55.73378562592148,63.411761325548994,62.65742284859344,32.863743449747105,41.25486868086789,50.729092817018504,59.7246496549174,52.83113726860398,53.720941117163385,63.3988508406927,43.10945797072186,Mobile,5,Low
c4554620-acb6-488b-9fc6-92224020d98c,Michael Liu,petersonbryan@miller-mcgee.net,(965)090-7701,2021-11-13,Netherlands,32,Female,True,14258.24,German,2025-01-14 04:18:02,8,Free,Twitter,False,56.6703626794215,58.24804992766087,41.134041769246124,24.82928750621251,45.519217000182586,72.84783413551261,59.0,37.817247026881034,54.564691074011414,47.60996506108859,19.068579674476855,37.15756348152977,20.11062226095789,57.161807591775,8.910210329999758,36.06134251791966,53.930514402032294,52.026852695852305,45.6504340939381,75.47038323488408,55.30544560141083,51.39225095975995,68.37070528333217,51.77243219017489,40.3257157877335,40.20969866578803,64.28478520023717,35.81420106645922,66.89556710729238,51.879797289434336,50.23761697716759,36.85561964808015,34.0326174612963,16.333211166510296,Tablet,4,Low
4e56ba41-ec20-414c-a935-93e90755fc9f,Nancy Harris,pricepamela@cook.org,383.151.9800,2022-02-28,Gibraltar,60,Male,True,54878.65,English,2025-01-19 17:25:15,6,Free,Friend,False,61.51333565098849,45.43837465698019,46.186151366209174,12.097907769970309,28.736561412560654,44.42764005922206,26.0,63.1171805096388,36.68751072577652,50.32885556211802,61.84643923241291,36.939999878532035,85.461521536154,49.90852426530495,12.945179503102269,53.89508663810175,43.46225669534593,35.402347497288275,63.912994292033986,67.55717175489956,47.98223572377904,57.266735489099474,48.27728877812897,748.4871860100748,45.54113726310134,45.42203181153157,33.308805306995964,62.07574712031164,38.47743770213916,48.073489972073176,61.54830288062294,60.756868960783876,36.428688812123795,66.28605166692165,Tablet,3,Low
3b13be8d-8cbe-4bf5-a0a8-70e50c351095,Amy Deleon,audrey75@yahoo.com,356.287.6628x66515,2024-09-05,Tunisia,25,Female,True,14037.82,French,2025-05-11 15:09:39,7,Free,Friend,True,34.54624232627586,66.25622123371511,55.131787297528035,98.2397801735323,63.837117967731956,63.95902160801654,64.0,51.52575490674108,35.74033867985664,50.00553715043683,63.205603869273205,51.41108721714375,3.715455102761118,56.4659870155951,2.755266859136204,17.54420051023034,47.7563209261768,81.98484172741408,44.28670270112198,38.50797546803189,69.5567666832306,31.394774827596017,39.83819470863891,46.07931150026341,42.97618993215176,51.50821192087174,55.260224664227195,50.30885370566089,71.78061402777406,38.87285493519653,50.04592894722968,53.38169489638738,67.574803572053,26.717955320425613,Desktop,2,Medium
2acb9955-2856-45e7-8012-e3f20bdfcd97,Erik Yang,christianwatson@garcia.com,947.768.0295x3947,2020-11-08,Cape Verde,38,Male,False,60927.04,Spanish,2025-05-25 19:23:06,12,Enterprise,Google,False,53.69651268221299,60.1168625088712,47.019095468042494,19.725316406904163,78.00804553371806,49.4610972728818,28.0,47.87071533663482,75.08183209632351,33.0696077434573,61.01831646170908,37.37598076376877,62.930936645194286,60.517537921075466,19.254887940102513,42.635028248501165,45.97552060583819,36.45653085897655,63.405878160509076,39.326097750101695,45.65458876065899,49.7139074668813,58.28959399866938,54.412771167285776,62.40697647862744,55.32297355355071,52.837943600706794,62.12586710259961,45.88108460437938,36.32328697942181,41.51754021353768,59.74218270467203,53.30057845556422,58.72583081485225,Mobile,4,Low
eea9f6b7-8e5a-43b7-a1d6-c369973a902b,Thomas Marshall,joseph65@davis.biz,945-010-5060x522,2022-11-19,Japan,56,Male,True,93292.5,English,2024-11-29 04:37:20,8,Free,Other,False,62.15563619946725,33.169099123687445,42.08705448261652,17.478421789893517,43.2719043304963,35.453240838375265,93.0,52.95805431893845,36.8769910369527,43.960890809516314,42.31439848983642,56.578147014459866,,27.35112644067072,13.00124144232005,65.48562768751297,48.62758783808358,40.72126578355903,50.56013069517788,25.03252482948659,49.14878069794552,69.70810176573782,53.91996356684465,42.88016310673495,37.625073016870964,72.5210419934687,55.04053444751133,54.40526732334025,31.333126015619367,45.499086793521144,55.206091068230116,81.38670739201943,47.88539892277574,77.1002460537319,Desktop,1,Medium
98599ef9-c63d-4329-aa4f-ccefd4ca1337,Kyle Mercado,tiffany82@yahoo.com,+1-155-486-1826x3209,2023-10-27,Rwanda,36,Female,False,19167.7,French,2025-04-22 14:27:08,6,Free,,False,,31.091869988387447,40.48888386654815,31.318217048663232,55.05558500093763,54.71428968335163,67.0,62.668473791313794,44.27907515014299,46.09946010223778,43.31468550546216,,24.865424269325857,76.5273578136123,8.968787244613948,46.95178403365912,30.639592427637037,,40.74637834444021,59.135550963612665,35.1690969335042,52.642406435398186,55.365526435438206,57.047119131895606,54.816865960834065,48.84536272416804,55.8954120988311,33.21871190661012,18.582078087507742,57.012101285292374,37.98106077275529,59.811766297476346,33.41284889869894,57.884419273401875,Desktop,2,Medium
6914b349-37f1-42e2-b903-4af6905c2c5a,Shelby Howell,xthomas@holmes.com,5844668939,2023-02-05,Bulgaria,40,Female,False,76338.65,English,2024-10-24 16:16:27,15,Premium,Google,False,59.42739292159082,53.11408853131505,62.664813623352806,60.887509329058226,45.7321530160134,67.54241191489702,44.0,54.315534360156256,72.93086290881864,54.55383219454896,43.43356700377967,41.87335939634235,19.45815561713017,53.91174981682517,29.344644904597615,548.3788486594406,51.327125634532194,52.227739145986206,58.519100690350356,24.897726171455073,54.89973132306483,52.457261254013254,26.882397593319634,58.646660904242125,36.28060706225789,50.82185055557536,30.925745170544694,31.642125789088997,37.69013857801256,28.752509195883988,42.30489346596607,49.072787240549445,62.31264833947792,79.37506804318093,Mobile,2,Low
07bfb531-874c-402b-9f2c-fbb984dbe050,Samantha Harmon,jennifer79@hotmail.com,830.897.4754,2020-11-09,Martinique,28,Male,True,1861.99,English,2025-06-02 01:10:23,12,Free,Friend,,46.934037203152926,47.27145825607165,48.77500468977038,21.013770974865928,57.842180119652824,47.15433912017565,45.0,46.12942386135546,51.63902236644049,19.264171834702154,53.85516733076636,66.028715204863,22.586669975718063,55.744914244370314,4.796772944359019,52.21260144561664,41.91713907734757,58.40914735934781,39.2873173837928,28.394603847303607,59.40655181241869,66.72793448125476,40.952681697263834,,55.378623469844385,57.19196323508567,57.300402935068306,60.03106814639486,43.65596034873158,67.49359253916967,46.30084987253963,68.71760217138294,44.97163360651149,63.13048007605012,Mobile,1,Low
3d147a9c-ca7b-4e5e-9d9d-e77e8d2843b4,Joshua Beltran,johnsonmark@gay.com,(934)384-1465x60834,2022-02-16,Comoros,28,Male,True,37237.47,English,2025-05-05 11:23:54,12,Free,Google,False,40.31868812703878,69.11057316112044,,14.697611739240855,50.539221742582576,45.28456770559812,13.0,41.14835225929675,,72.18899733054714,38.43201462035968,40.90600575858701,13.67436004139335,57.33063713128303,32.68245939310658,50.31089025641065,44.58967536260627,45.797339807592074,40.24051274512988,84.9701014946153,34.50235599866144,46.17047076957461,51.99498970821363,46.40582466604447,33.441016139025706,34.52348489934181,46.231440238553205,33.56247170874039,38.55324869122623,33.29022593953233,53.96022832803111,83.90626176631892,51.11029561787226,35.97640826049684,Tablet,3,Medium
5132b376-2d5c-44f9-ad41-0cd9ca960954,William Vasquez,mjackson@hall-williams.org,810-154-9525,2024-12-26,,41,Male,True,10630.23,French,2024-07-07 20:05:54,6,Premium,Google,False,65.19787164355981,55.84800767084657,49.922557060063845,48.919096206086884,64.55210825601972,50.70519264973389,2.0,46.090427488769706,31.121638728107428,63.35370904533391,33.7653178831693,37.49189347472338,18.08782776800272,57.77024978793541,2.9131775804799305,49.90693462051548,53.55808296930852,53.58058565093939,56.27080183212506,36.733546393715685,71.0105571246103,64.70190995022185,42.283905297122125,,59.89845041327736,52.29018818968642,61.82553026177152,60.21012926295277,78.72742411299662,32.034665022881555,52.41673585360886,62.003929182289895,41.26575334229327,33.720101512953995,Mobile,4,Low
f59c143a-0e72-4e67-bc9f-311793dbc0f2,Katherine Elliott,simmonselizabeth@thompson.org,279.342.2721,2024-04-15,Puerto Rico,70,Female,True,34923.78,English,2025-03-03 01:18:49,12,Basic,Facebook,False,67.06869691229741,43.1336981562244,45.84612612311093,114.61696697648776,52.93075103010447,37.78381725066808,9.0,39.24326399582881,45.89727063774228,55.62205739193859,40.812438208534985,30.07381214486465,4.543232674507406,51.825175807588074,141.951728116246,48.33125353154415,61.51777386762404,59.90667441327851,34.82474735222808,60.17194366325486,65.69802270811275,58.2897147475906,55.86201650817805,44.21148352143713,75.41306436094256,54.284113685463375,41.5892233972079,61.37861231408373,39.97724063259687,46.072629695626595,41.85891192170083,50.459385256679596,38.24221469705521,40.62806131633843,Mobile,3,Medium
55e2d06b-5ef3-4b44-9024-0803f1b7f720,Stephen Mccoy,hensonmark@yahoo.com,+1-884-170-3417x03808,2023-09-26,France,53,Female,True,16940.46,English,2025-04-16 13:51:21,10,Free,Friend,False,51.9309333336604,75.22219564785661,52.044643518965024,83.16509644019527,29.50312390871931,44.23489105472869,69.0,49.92304279454588,50.505421409201645,47.68685404846715,63.96039963577125,93.3013073312284,16.311063265970212,24.009293156604848,19.635776768552407,49.95390259286651,73.08470662268772,59.89566063126635,52.45601649745762,62.17869889583778,72.68483748914174,57.63748713575681,45.203430478247256,40.00361107989488,68.72177655921233,43.090236730073585,78.47207334126526,54.74929656215636,32.60873879821662,27.1965836752422,53.51029169013424,23.662467566596646,79.07492634977447,50.83646351856505,Mobile,3,Low
b8e9a046-7c66-4216-9777-fa530c7b12ef,Renee Holden MD,jamesjohnson@gonzales.com,750.449.7272x0690,2022-04-27,Turks and Caicos Islands,57,Male,True,37017.15,English,2024-12-07 09:39:19,12,Basic,Friend,False,56.76056592903326,43.56905695872771,44.32775457890601,,26.662779842364866,64.31275150280459,66.0,44.09460422217752,36.467583199006135,26.951731965161972,27.579742154032804,58.12307209783095,17.757320579923526,26.91242753076871,200.20293253509251,53.67678732796813,35.71942415490685,,39.65027065405404,39.00656794587988,77.66856633721076,36.989832998468316,56.42974340591124,,31.158592683182277,50.338696011240884,51.96539751929618,47.35209929226037,69.52170497362053,58.96162316594121,70.33480414259276,62.703885713296344,31.706764783183925,27.544058563898034,Desktop,3,Medium
dba7bd87-4239-4f27-ad8b-6780c4c280cf,Kristen Jones,bsmith@ruiz-beasley.info,982.411.2798x69671,2024-01-24,Gibraltar,41,Male,False,41461.04,Spanish,2024-10-02 11:40:36,6,Basic,Facebook,False,69.8688361475314,29.921550199026587,62.86875826580278,43.506372095474575,47.36628043283292,46.83371728606764,24.0,76.27051115753571,58.595980378880256,48.4336025966754,62.66727411724458,68.62491304761181,23.641015295465394,,3.953981825200859,32.45718227196654,21.534070000292928,53.62710125460891,59.03584816506685,26.347047501811005,41.57136403970393,50.961455790656956,49.31674656145154,49.36146209025978,28.771960586108843,42.65272526185613,59.516203510605415,65.5830342872871,53.39991624802967,69.69012901411354,52.558669672648655,43.65456240994388,33.283567707930835,40.67981159409966,Mobile,4,Low
b6f6b8d3-f7fd-441f-a37d-7beead7dee98,Jennifer Graham,jacksonjerry@hotmail.com,817-538-2044x460,2025-06-13,United Kingdom,20,Male,True,29709.41,Spanish,,11,Basic,Facebook,False,44.06769412402825,,48.46608512982048,18.725619450569727,26.89852524705179,36.406139461738285,89.0,52.65830659092797,53.78405121816283,55.93754651113343,33.913437514684006,47.62466237595429,12.771179593672548,32.73873574879178,14.616081906324148,61.85547423704077,,25.641208710169437,51.07146923722063,33.276227987976924,48.634866692784975,60.96468768065141,46.88085094956565,47.30219888527782,65.51556036301187,51.20766464702095,65.60377748744344,62.979720564190906,62.86685321582242,42.316289984776965,39.15595183133078,37.81884122550657,48.19332212144641,90.57216960707791,Mobile,5,Low
c6a10640-ba9e-4d7a-b929-311c2c9edde9,Michelle Livingston,N/A,(531)623-7553x21338,2021-08-31,Hong Kong,39,Female,True,65490.51,English,2025-03-07 02:41:12,9,Premium,Twitter,False,55.228723510300014,37.91406056419639,47.89601335147854,71.79081272563819,51.44791548300302,46.8486679779611,69.0,42.55955638873499,46.62857965642992,30.09283625556202,79.08040341836477,43.9086409845417,68.0624251824117,67.5807659106614,64.71815839293316,60.26450140760969,34.449485311898925,49.7597918985994,63.92997873732995,57.94319472461283,54.88153800442506,50.705523254284685,43.97712488469417,41.33586723946164,43.9888910683276,63.48659298415732,38.4651784163625,63.6902897552192,58.4677410822526,27.017775249609674,,,56.047767897550294,27.282636893062282,Desktop,1,Low
25d0fcf1-d758-45ca-85fd-c328bf21b7de,Ann Benson,lancehamilton@walker-alvarado.com,351-228-9636x845,2022-05-23,Niger,70,,True,91844.63,English,,16,Free,Facebook,True,44.20484820203912,64.80965837564715,46.8395565388297,125.63318622248731,51.44631163490739,48.82299283965476,32.0,57.44265672891658,73.5695442784905,61.606889490077045,71.24125848963502,45.03532778278452,21.071938886251342,60.858887080686316,41.162837972265606,64.35726296598332,69.43702534801183,77.9180935943162,53.34892424500115,39.15677517827155,54.57369416238051,46.118492446065446,71.60116625025651,39.00777055261237,69.3124253969561,52.09054661446094,60.74770006877998,40.54784644650169,54.24942959486092,45.49677577616514,47.28112337769082,44.91411889380371,65.08421013721066,41.79664171653165,Mobile,2,Low
b7852c92-4a0d-4e0d-b0f8-3042a1fb2024,William Garrett,rodriguezmichael@henderson-myers.com,849-008-2773,2023-11-18,Kiribati,19,Male,True,39759.84,Spanish,2025-05-29 11:15:22,10,Basic,Other,False,34.723130016361786,33.06052449866863,54.73688751949732,1.8710313210335852,,49.38231165292349,94.0,40.36944245060698,,23.444116349921956,76.49017740286122,42.26174546827499,30.746255320228535,59.761244863380156,35.398204727689325,56.25157084445939,,37.50445071851588,56.88329802945275,25.775034422750704,53.33655380852829,1158.1937859006464,54.92724602563503,51.531607325448334,52.72040906575079,68.80603238481439,50.83603844658088,40.902432516182884,45.45582495352523,39.873686126577894,55.87282476528941,74.37433624301697,,79.13048774058736,Desktop,2,Medium
3c4e36e3-5c91-4b13-b8e6-20b51743ad64,Michael Hernandez,,901-874-0772,2024-10-15,Philippines,41,Female,True,18830.49,German,2025-05-14 11:44:34,10,Premium,Twitter,False,44.080282965740054,62.7358407182453,53.949327502542474,20.359259619410313,55.88433427326809,65.35712877007656,78.0,78.44889074062469,43.3503027840663,77.04907974166078,35.661861083924386,47.59890467207514,11.962729022668288,53.684929305211654,16.912113896826142,41.19721655303405,38.05872067959902,38.07814610966151,51.15037472457207,40.068291125267336,57.507084990265334,49.523837164339724,,62.78156749634134,52.618017482243346,34.92129858807989,54.50960055887442,52.96658264823171,47.284483065298346,77.9838123793428,60.866690044472165,53.985359651141636,80.917563542252,59.818318537549814,Mobile,4,Low
3158e4ff-a19e-45e4-87bb-b2ce4b1fd225,John Cantu,zgoodwin@yahoo.com,2665273667,2021-04-02,Barbados,61,Male,False,26707.64,French,,10,Enterprise,Twitter,False,33.12584666698286,46.09254536733002,46.091573507932765,12.723127186885513,52.69900993580666,73.94920384045112,17.0,41.5472358661336,49.30080009171073,50.852737312653964,54.472234544429405,48.71328235654515,19.199008101193336,51.363200723593295,9.88908925771642,52.31272038514222,38.43704620554691,32.68480908426761,38.93733278401005,42.042897045959464,49.61427862835621,46.03456923432209,18.596034261605354,32.36076999335205,52.89802840704938,72.45048143597774,31.64942245522748,47.859094013758636,55.293043549923524,24.938123550910582,42.31752954974983,59.50150447337643,44.12886762395465,85.32746360463689,Mobile,3,Low
628bd08c-146e-4575-9f71-ecf2fb8b2b33,William Johnson,brittany27@johnson-keller.com,150.556.2614x60072,2020-08-19,Netherlands,47,Male,True,85327.08,German,2024-10-31 23:51:10,13,Enterprise,Twitter,False,56.38333983037807,26.22788534673581,50.238554673503735,9.867066043471388,51.91533762801788,52.30294167073622,74.0,27.92665679478268,25.922149179011946,48.27202961908181,38.35456800796489,71.48443693466406,33.061484107171,53.97248200798357,23.360995442290143,53.16128398454053,28.13110119025809,55.31526760309937,59.85581280072057,53.160516977942486,58.07459744208808,45.000987588362946,42.31287238466468,,69.14962860716611,68.88088395718627,36.56478296565238,39.57388727312961,49.627984450791296,33.17401429934115,70.47582939186019,43.05205726463705,59.70602037838448,33.38379761154225,Desktop,5,Low
4b8dcfe2-6403-42ee-9a8e-7f4410c69c62,Krista Mcguire,hparker@allen-mccarthy.com,+1-807-525-4479x20543,2024-01-29,Nauru,55,Female,True,56949.79,English,2024-09-12 16:08:41,8,Basic,Other,False,38.4172963240631,56.39514142950856,47.469861908058306,7.979985192166795,60.47999942502382,62.862973614773736,98.0,44.10482597502533,30.82386699838183,56.95750856541439,37.33632669104375,56.96354104982401,64.7540815211954,64.812307258281,20.046645486346094,38.33470144328544,65.10100849058941,58.47808541081726,52.009364974687905,61.75891491693614,38.84771095699075,48.472603987197516,51.69255389120464,47.26410837456456,44.205723335754726,45.44485873970503,49.33769416637381,44.545735327564906,57.86350944343424,54.70237221984222,45.08813186471022,48.208725219397415,55.28094426133994,76.8832105233688,Tablet,5,Medium
416b38cf-4707-4cac-aa32-85c571258a29,Frank Smith,wschwartz@guzman.biz,746-738-5922,2022-02-06,Fiji,19,Female,True,45228.61,Chinese,2024-08-15 04:34:23,8,Basic,Friend,False,29.044194005110022,67.79759884594299,58.49708106046468,12.847136028519978,53.47778258465803,51.9673931892864,83.0,63.28537542092314,58.46134791311343,31.04516742927485,58.078895322822795,60.30272093953934,49.780816760925475,39.35743075716636,27.527327985119634,53.10715855242462,35.49310500443082,0.3980203110089562,70.34664234996364,30.371943816497115,64.06307816805169,40.97146222026602,54.86857297223678,53.11380220327642,55.674010913367134,67.04194357317895,46.518702387627314,61.08576414586571,63.583840956802256,34.19745701336415,39.06720321404292,,,36.935303052173815,Desktop,3,Low
cc571faa-22f0-4ed2-9d33-7f972e165014,Chelsea Lee,swalton@miller.com,300-504-9571x8178,2020-11-29,Zambia,38,Female,True,14538.49,English,2025-04-01 13:49:16,10,Basic,Google,False,61.14060268588469,51.537293884012364,37.112120686178706,15.037737431091909,39.94491326320872,32.74296765922526,53.0,37.11956431557074,22.914961327589445,70.58885487167157,44.27787705383192,71.60821078641791,9.10220968647992,41.814528608491386,62.41611937451084,48.229466267358546,64.81777246780581,57.205762662769466,31.96630447138522,,49.77509426281893,53.189741451082405,38.10208129811418,48.929758357457054,50.152730833089144,73.33632652716679,38.5618233426673,39.66136069971107,45.361415582431164,54.849298184840066,34.52663346282722,69.08471322518965,54.56891019982626,44.72515228580616,Mobile,2,High
d46ab288-55fc-4911-8bbe-dc999870a3d9,Alexander Rodriguez,cassandramalone@davis.com,+1-349-942-4125,2024-01-30,British Indian Ocean Territory (Chagos Archipelago),50,Female,False,44697.59,,2024-11-08 05:45:59,13,Enterprise,Facebook,False,60.165093051401634,47.138379968261106,46.593928413971604,14.144023716403913,46.83533763299554,30.926779199553714,84.0,54.70358102094767,35.397855434039926,61.18050896437209,53.227966976652496,26.319230313270907,20.274747327363983,39.17260805952296,15.7525814957519,58.73703059455411,39.78996556377042,49.94958815170007,40.562776137106574,39.563075941043415,67.8583588089451,36.06988428318446,34.02676312474344,46.699003906704505,44.55424179171959,8.909888853551728,40.499292295827345,29.91158717296257,60.04912080120474,39.24013067022052,48.17196454395459,39.34508973080583,72.82077541765813,72.02334516803059,Mobile,5,Low
b17c077b-cc1f-4fc0-a402-c6b0137535c4,Tina Smith,sandersjack@yahoo.com,354-321-7113x0051,2021-06-08,Peru,29,Male,True,27488.45,English,2025-05-04 01:25:58,8,Premium,Facebook,False,45.046025007531455,77.88045183825643,48.044514393697575,2.6590551359264563,42.92589547434804,45.54219989128599,76.0,50.276744939538645,56.09245559442512,69.59864106030042,47.93094684434157,43.858469843275316,32.80378020122399,39.3019750477186,12.895734407475187,53.30683352648983,48.30500871175411,60.21765451236169,55.643566762092604,58.38106681224258,45.76606714478721,49.20004443039398,53.55854270010373,43.54066846642381,56.77834723637727,55.25480617888451,50.455574407213376,52.743621022921566,73.68408346307002,32.50643845676676,49.383212196491606,42.281411698645016,35.172030337086454,,Mobile,5,Medium
97b8ae84-7c22-46a6-92b9-fb4fbfe831c3,Jacob Young,timothy71@farley-thomas.com,895.171.1617,2023-04-26,Belgium,39,Female,False,94287.89,Spanish,2024-10-23 03:27:59,5,Basic,,False,60.54802567010563,67.99896428015502,63.94682263978517,22.82928853201032,26.269462623085097,39.43718266755107,90.0,41.657883464167696,71.60736235676768,49.06153320843136,28.842865860862442,66.05775489524028,6.400098882605009,51.75564993926713,5.491389936586592,43.53421986401372,70.63964129162419,39.68242011241636,50.222185734013806,60.785433402160834,47.8435937846748,43.35904990028703,55.166206633064256,31.57235350411301,46.901819687330025,56.597974150048906,61.34509171387346,41.80985276835695,57.20805648838777,53.138788920432056,53.86948884547865,54.74118343268722,65.9644198328166,62.86237667315058,Desktop,1,Low
7ec6de92-eda1-4ef4-8f23-3e0825dd1884,James Patton,shawjohn@eaton.com,711.238.5951x3488,2024-08-01,Guadeloupe,61,Male,True,88349.05,English,2024-11-26 19:48:56,8,Free,Facebook,False,37.90856089531443,61.568698783992076,61.75343978016067,57.704549524370364,59.86846444509913,40.292199220892726,75.0,48.247798057207724,52.37101374515793,25.72830807134065,61.9749041043234,37.50454262704791,7.8949659000958965,67.9679270383573,3.7559297177602575,50.09812227374116,36.490568399308884,53.91064304094501,50.501048246050345,64.91013600384213,33.74626673391161,32.2140934073051,87.9821965349316,32.455894892488566,60.90668640003307,75.22410346417715,18.10122000184552,51.133090141604576,33.58564468196893,66.8630090192182,61.18247224769604,49.49725734922204,34.131796539559,26.155086964957565,Mobile,2,Low
fb2d6c77-1e1b-4822-af06-c5f420e42873,Jesse Johnston,jordanbrian@smith.com,649.801.8178x78739,2021-03-24,Lesotho,42,Female,True,7932.21,English,2024-09-17 09:22:47,14,Basic,Google,True,44.41525344618284,19.83866887234758,53.92153883600584,11.497925513756535,62.200570582720985,33.42686520709519,10.0,53.69656311419095,37.731696890986655,29.233769453538105,72.926722161084,27.55450371761071,18.375743075951128,48.698169655635525,5.991555339292847,51.46372238093605,50.30353816673874,61.33207541399236,45.30482752930485,43.478969381237064,59.587236330818726,43.47795779802965,40.609084923465026,36.96945653630951,80.99570430565244,29.54091027610876,74.73122143215338,39.759445436377426,54.66780830437546,57.26687547193346,56.90580605103666,24.139380973827755,51.9437749936383,35.7888473977318,Tablet,2,Low
